GCA_934882705.1,GCA_934882705.1.fna.gz
GCA_014142095.1,GCA_014142095.1.fna.gz
GCA_019971895.1,GCA_019971895.1.fna.gz
GCA_000783255.1,GCA_000783255.1.fna.gz
GCA_014225915.1,GCA_014225915.1.fna.gz
GCA_023299645.1,GCA_023299645.1.fna.gz
GCA_019838665.1,GCA_019838665.1.fna.gz
GCA_900062465.1,GCA_900062465.1.fna.gz
GCA_017291205.1,GCA_017291205.1.fna.gz
GCA_900079485.1,GCA_900079485.1.fna.gz
GCA_018221485.1,GCA_018221485.1.fna.gz
GCA_900407365.1,GCA_900407365.1.fna.gz
GCA_020251975.1,GCA_020251975.1.fna.gz
GCA_900061615.1,GCA_900061615.1.fna.gz
GCA_000826625.2,GCA_000826625.2.fna.gz
GCA_900636775.1,GCA_900636775.1.fna.gz
GCA_903986265.1,GCA_903986265.1.fna.gz
GCA_000786315.1,GCA_000786315.1.fna.gz
GCA_019971795.1,GCA_019971795.1.fna.gz
GCA_019642755.1,GCA_019642755.1.fna.gz
GCA_000581195.1,GCA_000581195.1.fna.gz
GCA_023264735.1,GCA_023264735.1.fna.gz
GCA_019642895.1,GCA_019642895.1.fna.gz
GCA_019971575.1,GCA_019971575.1.fna.gz
GCA_021496135.1,GCA_021496135.1.fna.gz
GCA_017163455.1,GCA_017163455.1.fna.gz
GCA_902460735.1,GCA_902460735.1.fna.gz
GCA_015276795.1,GCA_015276795.1.fna.gz
GCA_022485665.1,GCA_022485665.1.fna.gz
GCA_903986055.1,GCA_903986055.1.fna.gz
GCA_900454065.1,GCA_900454065.1.fna.gz
GCA_016990195.1,GCA_016990195.1.fna.gz
GCA_014525115.1,GCA_014525115.1.fna.gz
GCA_900063085.1,GCA_900063085.1.fna.gz
GCA_000306075.2,GCA_000306075.2.fna.gz
GCA_000681515.2,GCA_000681515.2.fna.gz
GCA_022808405.1,GCA_022808405.1.fna.gz
GCA_900063095.1,GCA_900063095.1.fna.gz
GCA_902830435.1,GCA_902830435.1.fna.gz
GCA_000479995.1,GCA_000479995.1.fna.gz
GCA_904850265.1,GCA_904850265.1.fna.gz
GCA_900639345.1,GCA_900639345.1.fna.gz
GCA_000188715.1,GCA_000188715.1.fna.gz
GCA_903986355.1,GCA_903986355.1.fna.gz
GCA_022484885.1,GCA_022484885.1.fna.gz
GCA_014322505.1,GCA_014322505.1.fna.gz
GCA_022835775.1,GCA_022835775.1.fna.gz
GCA_014142175.1,GCA_014142175.1.fna.gz
GCA_000588015.1,GCA_000588015.1.fna.gz
GCA_018882965.1,GCA_018882965.1.fna.gz
GCA_019642875.1,GCA_019642875.1.fna.gz
GCA_022585175.1,GCA_022585175.1.fna.gz
GCA_016428605.1,GCA_016428605.1.fna.gz
GCA_019693835.1,GCA_019693835.1.fna.gz
GCA_902460555.1,GCA_902460555.1.fna.gz
GCA_014225675.1,GCA_014225675.1.fna.gz
GCA_022485145.1,GCA_022485145.1.fna.gz
GCA_000493775.1,GCA_000493775.1.fna.gz
GCA_023913595.1,GCA_023913595.1.fna.gz
GCA_023299465.1,GCA_023299465.1.fna.gz
GCA_900446965.1,GCA_900446965.1.fna.gz
GCA_902830465.1,GCA_902830465.1.fna.gz
GCA_900487285.1,GCA_900487285.1.fna.gz
GCA_018221525.1,GCA_018221525.1.fna.gz
GCA_013337355.1,GCA_013337355.1.fna.gz
GCA_020251845.1,GCA_020251845.1.fna.gz
GCA_019266405.2,GCA_019266405.2.fna.gz
GCA_019836465.1,GCA_019836465.1.fna.gz
GCA_020080125.1,GCA_020080125.1.fna.gz
GCA_900186845.1,GCA_900186845.1.fna.gz
GCA_013369395.1,GCA_013369395.1.fna.gz
GCA_014225955.1,GCA_014225955.1.fna.gz
GCA_019837025.1,GCA_019837025.1.fna.gz
GCA_000263775.1,GCA_000263775.1.fna.gz
GCA_019972655.1,GCA_019972655.1.fna.gz
GCA_013004295.1,GCA_013004295.1.fna.gz
GCA_020438865.1,GCA_020438865.1.fna.gz
GCA_011620645.1,GCA_011620645.1.fna.gz
GCA_017997035.1,GCA_017997035.1.fna.gz
GCA_018682315.1,GCA_018682315.1.fna.gz
GCA_015276705.1,GCA_015276705.1.fna.gz
GCA_023299725.1,GCA_023299725.1.fna.gz
GCA_014200115.1,GCA_014200115.1.fna.gz
GCA_900169605.1,GCA_900169605.1.fna.gz
GCA_023299485.1,GCA_023299485.1.fna.gz
GCA_019266345.2,GCA_019266345.2.fna.gz
GCA_015680565.1,GCA_015680565.1.fna.gz
GCA_023969475.1,GCA_023969475.1.fna.gz
GCA_901482475.1,GCA_901482475.1.fna.gz
GCA_012395385.1,GCA_012395385.1.fna.gz
GCA_016989605.1,GCA_016989605.1.fna.gz
GCA_902833025.1,GCA_902833025.1.fna.gz
GCA_900639455.1,GCA_900639455.1.fna.gz
GCA_020857905.1,GCA_020857905.1.fna.gz
GCA_014228925.1,GCA_014228925.1.fna.gz
GCA_021122505.1,GCA_021122505.1.fna.gz
GCA_018000805.1,GCA_018000805.1.fna.gz
GCA_018058585.1,GCA_018058585.1.fna.gz
GCA_019201605.1,GCA_019201605.1.fna.gz
GCA_019642575.1,GCA_019642575.1.fna.gz
GCA_019971615.1,GCA_019971615.1.fna.gz
GCA_000499705.1,GCA_000499705.1.fna.gz
GCA_000305755.2,GCA_000305755.2.fna.gz
GCA_902460405.1,GCA_902460405.1.fna.gz
GCA_900455045.1,GCA_900455045.1.fna.gz
GCA_900639405.1,GCA_900639405.1.fna.gz
GCA_017291175.1,GCA_017291175.1.fna.gz
GCA_000787655.1,GCA_000787655.1.fna.gz
GCA_000600015.1,GCA_000600015.1.fna.gz
GCA_013162485.1,GCA_013162485.1.fna.gz
GCA_020736145.1,GCA_020736145.1.fna.gz
GCA_023713815.1,GCA_023713815.1.fna.gz
GCA_015680445.1,GCA_015680445.1.fna.gz
GCA_015355835.1,GCA_015355835.1.fna.gz
GCA_943913125.1,GCA_943913125.1.fna.gz
GCA_900639725.1,GCA_900639725.1.fna.gz
GCA_015831805.1,GCA_015831805.1.fna.gz
GCA_903986365.1,GCA_903986365.1.fna.gz
GCA_014225575.1,GCA_014225575.1.fna.gz
GCA_902460885.1,GCA_902460885.1.fna.gz
GCA_000171815.1,GCA_000171815.1.fna.gz
GCA_916438915.1,GCA_916438915.1.fna.gz
GCA_019971305.1,GCA_019971305.1.fna.gz
GCA_018005215.1,GCA_018005215.1.fna.gz
GCA_021560715.1,GCA_021560715.1.fna.gz
GCA_945788005.1,GCA_945788005.1.fna.gz
GCA_018798965.1,GCA_018798965.1.fna.gz
GCA_000343395.1,GCA_000343395.1.fna.gz
GCA_013838465.1,GCA_013838465.1.fna.gz
GCA_000401555.1,GCA_000401555.1.fna.gz
GCA_020735345.1,GCA_020735345.1.fna.gz
GCA_014266275.1,GCA_014266275.1.fna.gz
GCA_015275695.1,GCA_015275695.1.fna.gz
GCA_015275925.1,GCA_015275925.1.fna.gz
GCA_019265065.1,GCA_019265065.1.fna.gz
GCA_900118535.1,GCA_900118535.1.fna.gz
GCA_013344645.1,GCA_013344645.1.fna.gz
GCA_902829995.1,GCA_902829995.1.fna.gz
GCA_000017045.1,GCA_000017045.1.fna.gz
GCA_023205915.1,GCA_023205915.1.fna.gz
GCA_019642275.1,GCA_019642275.1.fna.gz
GCA_000613025.1,GCA_000613025.1.fna.gz
GCA_905400525.1,GCA_905400525.1.fna.gz
GCA_000441635.1,GCA_000441635.1.fna.gz
GCA_905372365.1,GCA_905372365.1.fna.gz
GCA_022221165.1,GCA_022221165.1.fna.gz
GCA_020097335.1,GCA_020097335.1.fna.gz
GCA_900120335.1,GCA_900120335.1.fna.gz
GCA_000281215.1,GCA_000281215.1.fna.gz
GCA_018106265.1,GCA_018106265.1.fna.gz
GCA_021442085.1,GCA_021442085.1.fna.gz
GCA_900474725.1,GCA_900474725.1.fna.gz
GCA_018884185.1,GCA_018884185.1.fna.gz
GCA_020735825.1,GCA_020735825.1.fna.gz
GCA_000495455.2,GCA_000495455.2.fna.gz
GCA_900119955.1,GCA_900119955.1.fna.gz
GCA_905373245.1,GCA_905373245.1.fna.gz
GCA_022353945.1,GCA_022353945.1.fna.gz
GCA_000441715.1,GCA_000441715.1.fna.gz
GCA_905400375.1,GCA_905400375.1.fna.gz
GCA_016767095.1,GCA_016767095.1.fna.gz
GCA_000723305.1,GCA_000723305.1.fna.gz
GCA_019642295.1,GCA_019642295.1.fna.gz
GCA_000022765.1,GCA_000022765.1.fna.gz
GCA_902829805.1,GCA_902829805.1.fna.gz
GCA_011067225.1,GCA_011067225.1.fna.gz
GCA_014228465.1,GCA_014228465.1.fna.gz
GCA_900118765.1,GCA_900118765.1.fna.gz
GCA_016725905.1,GCA_016725905.1.fna.gz
GCA_014322385.1,GCA_014322385.1.fna.gz
GCA_014266225.1,GCA_014266225.1.fna.gz
GCA_000635955.1,GCA_000635955.1.fna.gz
GCA_000775815.1,GCA_000775815.1.fna.gz
GCA_000248355.2,GCA_000248355.2.fna.gz
GCA_021394435.1,GCA_021394435.1.fna.gz
GCA_000157875.1,GCA_000157875.1.fna.gz
GCA_937936095.1,GCA_937936095.1.fna.gz
GCA_945915635.1,GCA_945915635.1.fna.gz
GCA_000348015.1,GCA_000348015.1.fna.gz
GCA_905125245.1,GCA_905125245.1.fna.gz
GCA_902387745.1,GCA_902387745.1.fna.gz
GCA_015208075.1,GCA_015208075.1.fna.gz
GCA_016925135.1,GCA_016925135.1.fna.gz
GCA_937927005.1,GCA_937927005.1.fna.gz
GCA_015353475.1,GCA_015353475.1.fna.gz
GCA_000588715.2,GCA_000588715.2.fna.gz
GCA_000260275.1,GCA_000260275.1.fna.gz
GCA_943914955.1,GCA_943914955.1.fna.gz
GCA_018056005.1,GCA_018056005.1.fna.gz
GCA_945936315.1,GCA_945936315.1.fna.gz
GCA_905199975.1,GCA_905199975.1.fna.gz
GCA_015208115.1,GCA_015208115.1.fna.gz
GCA_902830765.1,GCA_902830765.1.fna.gz
GCA_000633375.1,GCA_000633375.1.fna.gz
GCA_000385075.1,GCA_000385075.1.fna.gz
GCA_905115095.1,GCA_905115095.1.fna.gz
GCA_900520375.1,GCA_900520375.1.fna.gz
GCA_000246395.2,GCA_000246395.2.fna.gz
GCA_934835725.1,GCA_934835725.1.fna.gz
GCA_000158995.1,GCA_000158995.1.fna.gz
GCA_021395075.1,GCA_021395075.1.fna.gz
GCA_017167635.1,GCA_017167635.1.fna.gz
GCA_023094055.1,GCA_023094055.1.fna.gz
GCA_000523595.1,GCA_000523595.1.fna.gz
GCA_000819505.1,GCA_000819505.1.fna.gz
GCA_014267045.1,GCA_014267045.1.fna.gz
GCA_014224525.1,GCA_014224525.1.fna.gz
GCA_019711235.1,GCA_019711235.1.fna.gz
GCA_900118595.1,GCA_900118595.1.fna.gz
GCA_016881865.1,GCA_016881865.1.fna.gz
GCA_901542475.1,GCA_901542475.1.fna.gz
GCA_902829655.1,GCA_902829655.1.fna.gz
GCA_000817935.1,GCA_000817935.1.fna.gz
GCA_019642555.1,GCA_019642555.1.fna.gz
GCA_000833555.1,GCA_000833555.1.fna.gz
GCA_905400545.1,GCA_905400545.1.fna.gz
GCA_000441775.1,GCA_000441775.1.fna.gz
GCA_905373355.1,GCA_905373355.1.fna.gz
GCA_022221245.1,GCA_022221245.1.fna.gz
GCA_000226035.3,GCA_000226035.3.fna.gz
GCA_900475755.1,GCA_900475755.1.fna.gz
GCA_020055095.1,GCA_020055095.1.fna.gz
GCA_021655175.1,GCA_021655175.1.fna.gz
GCA_020138695.1,GCA_020138695.1.fna.gz
GCA_013177475.1,GCA_013177475.1.fna.gz
GCA_019469485.1,GCA_019469485.1.fna.gz
GCA_020138535.1,GCA_020138535.1.fna.gz
GCA_013267235.1,GCA_013267235.1.fna.gz
GCA_020736025.1,GCA_020736025.1.fna.gz
GCA_000264665.2,GCA_000264665.2.fna.gz
GCA_905371735.1,GCA_905371735.1.fna.gz
GCA_000441735.1,GCA_000441735.1.fna.gz
GCA_905400265.1,GCA_905400265.1.fna.gz
GCA_013413505.1,GCA_013413505.1.fna.gz
GCA_000017065.1,GCA_000017065.1.fna.gz
GCA_902829905.1,GCA_902829905.1.fna.gz
GCA_000480315.1,GCA_000480315.1.fna.gz
GCA_013344625.1,GCA_013344625.1.fna.gz
GCA_900639495.1,GCA_900639495.1.fna.gz
GCA_016882045.1,GCA_016882045.1.fna.gz
GCA_900118575.1,GCA_900118575.1.fna.gz
GCA_013357445.1,GCA_013357445.1.fna.gz
GCA_000755525.1,GCA_000755525.1.fna.gz
GCA_015275225.1,GCA_015275225.1.fna.gz
GCA_014266685.1,GCA_014266685.1.fna.gz
GCA_013048825.1,GCA_013048825.1.fna.gz
GCA_000523815.1,GCA_000523815.1.fna.gz
GCA_020023425.1,GCA_020023425.1.fna.gz
GCA_945876885.1,GCA_945876885.1.fna.gz
GCA_000246375.2,GCA_000246375.2.fna.gz
GCA_013792365.1,GCA_013792365.1.fna.gz
GCA_000622045.1,GCA_000622045.1.fna.gz
GCA_905125255.1,GCA_905125255.1.fna.gz
GCA_945638905.1,GCA_945638905.1.fna.gz
GCA_000584815.2,GCA_000584815.2.fna.gz
GCA_014103425.1,GCA_014103425.1.fna.gz
GCA_000582315.2,GCA_000582315.2.fna.gz
GCA_011754435.1,GCA_011754435.1.fna.gz
GCA_905111885.1,GCA_905111885.1.fna.gz
GCA_000301715.1,GCA_000301715.1.fna.gz
GCA_021394315.1,GCA_021394315.1.fna.gz
GCA_000286595.1,GCA_000286595.1.fna.gz
