#assembly_accession,organism_name
GCA_027604085.1,Chytriomyces hyalinus
GCA_001600535.1,Yarrowia sp. JCM 30696
GCA_001602355.1,Yarrowia sp. JCM 30695
GCA_001972325.1,Termitomyces sp. JCM 13351
GCA_001600855.1,Saitozyma sp. JCM 24511
GCA_902652825.1,Hymenoscyphus koreanus
GCA_900536445.1,Hymenoscyphus occultus
GCA_024811115.1,Terana caerulea
GCA_018360065.1,Claviceps pazoutovae
GCA_018360045.1,Claviceps capensis
GCA_018360055.1,Claviceps monticola
GCA_030789265.1,Metarhizium rileyi
GCA_030579975.1,Blastobotrys buckinghamii (nom. inval.)
GCA_023212685.1,Pseudozyma pruni
GCA_030557885.1,Lachancea quebecensis
GCA_018296075.1,Blastomyces percursus
GCA_022829195.1,Neoarthrinium moseri
GCA_019453395.1,Exserohilum rostratum
GCA_016618145.1,Sanghuangporus lonicericola
GCA_020581365.1,Sanghuangporus sanghuang
GCA_025765985.1,Aspergillus sp. Z5
GCA_009805495.1,Pezicula neosporulosa
GCA_003008705.1,Pezicula radicicola
GCA_022190145.1,Pezicula rhizophila
GCA_029641185.1,Pseudofabraea citricarpa
GCA_001299255.1,Phialophora attinorum
GCA_030572015.1,Yamadazyma kitorensis
GCA_030556875.1,Zygoascus biomembranicola
GCA_003708285.2,Cyberlindnera xylosilytica
GCA_021527555.1,Glutinoglossum americanum
GCA_003868215.1,Pseudophaeomoniella oleicola
GCA_030869225.1,Colletotrichum abscissum
GCA_030805415.1,Cutaneotrichosporon spelunceum
GCA_011800825.1,Fonsecaea pugnacius
GCA_003144235.1,Violaceomyces palustris
GCA_004335155.1,Ascochyta viciae
GCA_003574525.1,Alternaria sp. MG1
GCA_020744255.1,Microdochium trichocladiopsis
GCA_003144135.1,Pseudomicrostroma glucosiphilum
GCA_009665555.1,Saccharomyces cerevisiae x Saccharomyces eubayanus
GCA_008271525.1,Sarocladium brachiariae
GCA_023313575.1,Eutypella sp. D-1
GCA_905067625.1,Blumeria graminis f. sp. triticale
GCA_019828945.1,Aspergillus croceus
GCA_030674655.1,Metschnikowia matae
GCA_002374375.1,Metschnikowia matae var. matae
GCA_002370695.1,Metschnikowia matae var. maris
GCA_002105455.1,Spathaspora xylofermentans
GCA_002370295.1,Metschnikowia bowlesiae
GCA_002094185.1,Spathaspora boniae
GCA_030565345.1,Suhomyces coccinellae
GCA_030585145.1,Suhomyces faveliae
GCA_004917925.1,Wallemia mellicola
GCA_015295725.1,Baudoinia panamericana
GCA_002916945.1,Eurotiomycetes sp.
GCA_029300655.1,Ascomycota sp.
GCA_029295075.1,Sordariomycetes sp.
GCA_023347065.1,fungal sp.
GCA_003614755.1,Syncephalis pseudoplumigaleata
GCA_001553865.1,Preussia sp. BSL10
GCA_030571075.1,Yamadazyma endophytica
GCA_030578555.1,Diutina neorugosa
GCA_001563735.1,Leucoagaricus sp. SymC.cos
GCA_011033625.1,Fusarium cf. solani
GCA_029290695.1,Hypocreales sp.
GCA_004026505.1,Exophiala sp.
GCA_030570915.1,Wickerhamiella nectarea
GCA_001936135.1,Saccharomycopsis fibuligera x Saccharomycopsis cf. fibuligera
GCA_900654225.1,Saprochaete fungicola
GCA_008629635.1,Kwoniella shandongensis
GCA_030571715.1,Grigorovia jiainica (nom. inval.)
GCA_001414375.1,Hymenoscyphus laetus
GCA_001414345.1,Hymenoscyphus infarciens
GCA_001414355.1,Hymenoscyphus salicellus
GCA_001414415.1,Hymenoscyphus repandus
GCA_003934905.1,Neonectria sp. DH2
GCA_014621405.1,Stylonectria norvegica
GCA_017139535.1,Trichocladium uniseriatum
GCA_029378245.1,Roridomyces roridus
GCA_013364905.1,Diaporthe capsici
GCA_021527035.1,Lactarius vividus
GCA_016165855.1,Pseudocercospora ulei
GCA_029233265.1,Mycena alexandri
GCA_009733715.1,Herpomyces periplanetae
GCA_015039405.1,Cantharellus anzutake
GCA_002245345.1,Scheffersomyces stambukii
GCA_001630575.1,Pseudogymnoascus sp. 04NY16
GCA_027248925.1,Neocallimastix californiae
GCA_002104945.1,Piromyces finnis
GCA_002104895.1,Anaeromyces robustus
GCA_009761415.1,Sarcomyxa edulis
GCA_029299895.1,Nectriaceae sp.
GCA_902806505.1,Hypoxylon lienhwacheense
GCA_003614865.1,Arthrocladium fulminans
GCA_001936065.1,Magnaporthe sp. MG05
GCA_001936055.1,Magnaporthe sp. MG03
GCA_001936455.1,Magnaporthe sp. MG07
GCA_022813755.1,Cladosporium austrohemisphaericum
GCA_001936555.1,Magnaporthe sp. MG08
GCA_001936955.1,Magnaporthe sp. MG12
GCA_024343385.1,Tremella yokohamensis
GCA_025782845.1,Boletus coccyginus
GCA_001005365.1,Candida sp. LDI48194
GCA_019669825.1,Calycina marina
GCA_029300735.1,Saccharomycetaceae sp.
GCA_002894445.1,Metschnikowia sp. AWRI3582
GCA_011058895.1,Didymella heteroderae
GCA_021365335.1,Phaeosphaeriaceae sp. PMI808
GCA_003992365.1,Aureobasidium sp. P6
GCA_027604005.1,Dinochytrium kinnereticum
GCA_014250555.1,Aspergillus oerlinghausenensis
GCA_001655755.1,Spathaspora hagerdaliae
GCA_001657455.1,Spathaspora girioi
GCA_024628925.1,Candida margitis
GCA_030565325.1,Candida coleopterorum
GCA_030578755.1,Scheffersomyces coipomensis
GCA_027406045.1,Colletotrichum liaoningense
GCA_937858685.1,Kazachstania saulgeensis
GCA_028829455.1,Penicillium robsamsonii
GCA_022495175.1,Hypoxylon argillaceum
GCA_001625345.1,Cairneyella variabilis
GCA_022539335.1,Xylaria cf. heliscus
GCA_003549995.1,Rhizophagus sp. MUCL 43196
GCA_001654545.1,Fusarium agapanthi
GCA_001748405.1,Paraphoma sp. B47-9
GCA_001642415.1,Nematocida sp. ERTm5
GCA_001642395.1,Nematocida displodere
GCA_018360185.1,Claviceps lovelessii
GCA_006535985.1,Synchytrium microbalum
GCA_002370905.1,[Candida] ipomoeae
GCA_002370645.1,Metschnikowia sp. 00-154.1
GCA_002370185.1,Metschnikowia sp. 01-655c1
GCA_002370795.1,Metschnikowia sp. 03-147.1
GCA_002374635.1,Metschnikowia sp. 04-218.3
GCA_002370245.1,Metschnikowia sp. 04-226.1
GCA_002374735.1,Metschnikowia sp. 13-106.1
GCA_002370575.1,Metschnikowia sp. M2Y3
GCA_021030915.1,Astrothelium macrocarpum
GCA_030563685.1,Suhomyces kilbournensis
GCA_018524415.1,Podaxis rugospora
GCA_025688815.1,Aspergillus carlsbadensis
GCA_003574815.1,Aspergillus spinulosporus
GCA_027569155.1,Aspergillus haitiensis
GCA_003369625.1,Aspergillus mulundensis
GCA_002003505.1,Xylariales sp. No.14919
GCA_012184295.1,Dactylella cylindrospora
GCA_020826765.1,Teratosphaeria viscida
GCA_030571975.1,Yamadazyma olivae
GCA_029542985.1,Malassezia brasiliensis
GCA_029542765.1,Malassezia psittaci
GCA_002093855.1,Fusarium praegraminearum
GCA_009193665.1,Aspergillus pseudocaelatus
GCA_011801745.1,Phyllachora maydis
GCA_937871595.1,Penicillium arizonense
GCA_022813425.1,Aureobasidium lini
GCA_002018255.1,Bretziella fagacearum
GCA_026319215.1,Colletotrichum chrysophilum
GCA_003314055.1,Lactifluus hygrophoroides
GCA_003315895.1,Lactifluus rugatus
GCA_022496195.1,Lactifluus subvellereus
GCA_003369665.1,Coleophoma cylindrospora
GCA_018296085.1,Termitomyces sp. T112
GCA_028828085.1,Penicillium nucicola
GCA_003705795.3,Blastobotrys americana
GCA_030564385.1,Blastobotrys robertii
GCA_016109955.1,Phialophora macrospora
GCA_016110015.1,Phialophora chinensis
GCA_016109495.1,Phialophora tarda
GCA_025201365.1,Syncephalis plumigaleata
GCA_025786725.1,Syncephalis fuscata
GCA_030039215.1,Naganishia onofrii
GCA_001655765.1,Spathaspora gorwiae
GCA_030580075.1,[Candida] sp. (uncertain placement)
GCA_030572735.1,Sugiyamaella mastotermitis
GCA_018296165.2,Termitomyces sp. T153
GCA_028637635.1,Xylariaceae sp. X802
GCA_000292625.1,Dacryopinax primogenitus
GCA_003011995.1,Cryptococcus gattii VGII
GCA_021442215.1,Albifimbria verrucaria
GCA_023375755.1,Paramyrothecium foliicola
GCA_003012165.1,Paramyrothecium roridum
GCA_002911495.1,Spathaspora sp. UFMG-CM-Y6060
GCA_001875675.1,Amphiamblys sp. WSBS2006
GCA_004380885.1,Calonectria henricotiae
GCA_005356885.1,Cercospora cf. flagellaris
GCA_005356805.1,Cercospora cf. sigesbeckiae
GCA_022814565.1,Phaeophleospora eucalypticola
GCA_029100535.1,Stemphylium beticola
GCA_002785995.1,Mycosphaerelloides madeirae
GCA_001696595.2,Aspergillus hancockii
GCA_011057605.1,Pseudocercospora fijiensis
GCA_028828255.1,Penicillium fimorum
GCA_028829775.1,Penicillium samsonianum
GCA_003144125.1,Testicularia cyperi
GCA_025201725.1,Chytriomyces sp. MP71
GCA_003568695.1,Protomyces arabidopsidicola
GCA_022592445.1,Cytidiella melzeri
GCA_025677805.1,Umbelopsis sp. AD052
GCA_002286715.1,Dentipellis sp. KUC8613
GCA_004369125.1,Pterula gracilis
GCA_004769165.1,Aspergillus cejpii
GCA_030778325.1,Beauveria medogensis
GCA_004919795.1,Hanseniaspora sp. CRUB 1602
GCA_003942215.1,Saitozyma podzolica
GCA_029300705.1,Saccharomycetales sp.
GCA_023014345.1,Galerina sulciceps
GCA_020975405.1,Keithomyces neogunnii
GCA_003316355.1,Tuber calosporum
GCA_017654735.1,Vishniacozyma victoriae
GCA_024336345.1,Mariannaea sp. PMI_226
GCA_021235465.1,Umbelopsis sp. PMI_123
GCA_015502465.1,Mortierella sp. 14UC
GCA_015502575.1,Mortierella sp. AD010
GCA_015679695.1,Mortierella sp. AD011
GCA_015502475.1,Mortierella sp. AD031
GCA_016098025.1,Mortierella sp. AD032
GCA_015679545.1,Mortierella sp. AD094
GCA_015502455.1,Mortierella sp. AM989
GCA_016098035.1,Mortierella sp. GBA30
GCA_015502445.1,Mortierella sp. GBA35
GCA_015502485.1,Mortierella sp. GBA39
GCA_016098045.1,Mortierella sp. GBA43
GCA_016098085.1,Mortierella sp. NVP41
GCA_015679515.1,Mortierella sp. NVP85
GCA_015529795.1,Haplosporangium sp. Z 27
GCA_015500155.1,Haplosporangium bisporale
GCA_022496225.1,Russula aff. rugulosa BPL654
GCA_015529515.1,Haplosporangium sp. Z 767
GCA_015529505.1,Haplosporangium sp. Z 11
GCA_013176395.1,Venturia oleaginea
GCA_905337325.1,Alectoria fallacina
GCA_028828495.1,Penicillium riverlandense
GCA_016758775.1,Suillus clintonianus
GCA_004348175.1,Puccinia novopanici
GCA_017139545.1,Ambrosiella cleistominuta
GCA_022432395.1,Pestalotiopsis sp. NC0098
GCA_003614145.1,Piptocephalis cylindrospora
GCA_022432505.1,Xylariales sp. AK1849
GCA_025435555.1,Chytriomyces cf. hyalinus JEL632
GCA_029292965.1,Ophiocordycipitaceae sp.
GCA_025769895.1,Lactarius psammicola
GCA_009666335.1,Saccharomyces eubayanus x Saccharomyces uvarum
GCA_030563625.1,Zygoascus polysorbophila
GCA_030705125.1,Zygoascus bituminiphila
GCA_028028555.1,Pseudopestalotiopsis chinensis
GCA_016584345.1,Suillus ampliporus
GCA_016758755.1,Suillus discolor
GCA_016647785.1,Suillus fuscotomentosus
GCA_024244095.1,Nematocida homosporus
GCA_021653875.1,Nematocida major
GCA_024244105.1,Nematocida minor
GCA_024243835.1,Enteropsectra breve
GCA_024243815.1,Nematocida ausubeli
GCA_019787685.1,Chiua virens
GCA_030867605.1,Colletotrichum paranaense
GCA_029299965.1,Aspergillaceae sp.
GCA_014183095.1,Harringtonia aguacate
GCA_019022495.1,Epichloe hybrida
GCA_029290815.1,Hypocreaceae sp.
GCA_026873275.1,Pseudopithomyces maydicus
GCA_023647555.1,Pancytospora philotis
GCA_902074915.1,Clonostachys chloroleuca
GCA_004919785.1,Hanseniaspora jakobsenii
GCA_022496945.1,Annulohypoxylon maeteangense
GCA_001914275.1,Aureobasidium sp. FSWF8-4
GCA_001914285.1,Rhodotorula sp. FNED7-22
GCA_030435595.1,Desarmillaria tabescens
GCA_003316505.1,Suillus alpinus
GCA_030572775.1,Lipomyces yamanashiensis
GCA_022835635.1,Cystobasidium ongulense
GCA_024345325.1,Cystobasidium tubakii
GCA_008931935.1,Penicillium sp. BW_MB
GCA_008931925.1,Penicillium sp. BW_12
GCA_008931945.1,Penicillium sp. BW_162_3FA
GCA_021525025.1,Lactarius hengduanensis
GCA_021525015.1,Lactarius pseudohatsudake
GCA_027946475.1,Didymosphaeria variabile
GCA_029293275.1,Herpotrichiellaceae sp.
GCA_017656595.1,Fusarium sp. CBS 123663
GCA_004802645.1,Amesia nigricolor
GCA_031001845.1,Achaetomiella virescens
GCA_030565225.1,Allodekkera sacchari
GCA_019207005.1,Ogataea haglerorum
GCA_024243955.1,Pancytospora epiphaga
GCA_021432655.1,Atractiella rhizophila
GCA_003122705.1,Colletotrichum sp. JS-367
GCA_002197995.1,Gaeumannomyces sp. JS-464
GCA_002261195.1,Bifiguratus adelaidae
GCA_016165945.1,Fusarium oxysporum f. sp. mori
GCA_029204085.1,Mycena sp. CBHHK59/15
GCA_021365275.1,Xylariales sp. PMI_506
GCA_021029105.1,Cristinia sonorae
GCA_003012975.1,Juglanconis juglandina
GCA_003012965.1,Juglanconis oblonga
GCA_905337335.1,Gomphillus americanus
GCA_029001875.1,Gnomoniopsis castaneae
GCA_030585085.1,Cyberlindnera xishuangbannaensis
GCA_030565385.1,Kodamaea neixiangensis
GCA_030556895.1,Kodamaea jinghongensis
GCA_030565405.1,Ogataea paraovalis
GCA_002109505.1,Yamadazyma laniorum
GCA_030068005.1,Cladophialophora exuberans
GCA_021307315.1,Bisporella sp. PMI_857
GCA_025330735.1,Mortierella sp. GBAus27b
GCA_030549165.1,Lasiosphaeria miniovina
GCA_014925845.1,Crassisporium funariophilum
GCA_016109585.1,Phialophora expanda
GCA_014825565.1,Phaffia tasmanica
GCA_003013055.1,Juglanconis sp. DMW523
GCA_902806595.1,Pyrenopolyporus hunteri
GCA_022578535.1,Jackrogersella minutella
GCA_902806575.1,Jackrogersella multiformis
GCA_010623925.1,Antarctomyces pellizariae
GCA_001660665.1,Emergomyces africanus
GCA_031211305.1,Pyricularia urashimae
GCA_003698115.1,Aspergillus sp. HF37
GCA_003056565.1,Lecanicillium sp. MT-2017a
GCA_013461495.1,Botrytis fragariae
GCA_005059875.1,Rhodotorula sp. CCFEE 5036
GCA_013420905.1,Leucocalocybe mongolica
GCA_002554605.1,Helotiales sp. F229
GCA_018361025.1,Claviceps aff. purpurea
GCA_002110485.1,Emergomyces orientalis
GCA_902728275.1,Cyclocybe aegerita
GCA_002775195.1,Talaromyces adpressus
GCA_002077045.2,Rachicladosporium sp. CCFEE 5018
GCA_030556945.1,Hyphopichia buzzinii
GCA_016612005.1,Neocamarosporium betae
GCA_023184675.1,Umbilicaria freyi
GCA_900618795.1,Cyanodermella asteris
GCA_900290405.1,Saccharomyces jurei
GCA_000412615.1,Pecoramyces ruminantium
GCA_002591385.1,Cordyceps sp. RAO-2017
GCA_002591395.1,Ophiocordyceps camponoti-rufipedis
GCA_003055165.1,Escovopsis sp. Ae724
GCA_003055185.1,Escovopsis sp. TC
GCA_910574455.1,Hirschioporus fuscoviolaceus
GCA_023213015.1,Komagataella mondaviorum
GCA_003698175.1,Fusarium kuroshium
GCA_009650685.1,Cryptococcus cf. gattii
GCA_963379365.1,Sordariomycetidae sp.
GCA_004026415.1,Malassezia sp.
GCA_004026245.1,Verruconis sp.
GCA_029302275.1,Brachybasidiaceae sp.
GCA_029299915.1,Sporidiobolaceae sp.
GCA_023347005.1,Chytridiomycetes sp.
GCA_002234055.1,Fusarium oxysporum f. sp. nicotianae
GCA_002242745.2,Lecanicillium sp. LEC01
GCA_014825775.1,Krasilnikovozyma curviuscula
GCA_003313735.1,Pleurotus platypus
GCA_022813125.1,Septoriella neoarundinis
GCA_030028475.1,Phyllosticta paracitricarpa
GCA_003316465.1,Ramaria cf. rubripermanens
GCA_003313875.1,Russula aff. compacta
GCA_003315975.1,Lactifluus echinatus
GCA_003987915.1,Mycena citricolor
GCA_023509845.1,Ceratocystis lukuohia
GCA_002682825.1,Nectria sp. B-13
GCA_003971905.1,Moniliella sp. 'wahieum'
GCA_018985235.1,Sanchytrium tribonematis
GCA_002818225.1,Malassezia vespertilionis
GCA_004522025.1,Didymella segeticola
GCA_015266435.1,Epicoccum latusicollum
GCA_023084525.1,Botryosphaeria kuwatsukai
GCA_029489945.1,Nigrospora osmanthi
GCA_002288965.1,Xylaria sp. MSU_SB201401
GCA_024184665.1,Zalaria obscura
GCA_019925645.1,Graphilbum cf. rectangulosporium
GCA_003019895.1,Coniella lustricola
GCA_003055945.1,Escovopsis sp. Ae733
GCA_003055925.1,Escovopsis sp. Ae720
GCA_003055955.1,Escovopsis sp. AC
GCA_003676035.1,Spathaspora sp. JA1
GCA_003676015.1,Meyerozyma sp. JA9
GCA_015678955.1,Chrysoporthe puriensis
GCA_012980515.1,Ophiocordyceps camponoti-floridani
GCA_022963135.1,Ustilago loliicola
GCA_011317545.1,Coniella vitis
GCA_028502605.1,Trichoderma breve
GCA_017311225.1,Trichoderma brevicrassum
GCA_027563905.1,Berkeleyomyces rouxiae
GCA_002777955.1,Raffaelea sp. RL272
GCA_026225895.1,Clarireedia jacksonii
GCA_002803225.1,Gamarada debralockiae
GCA_003004685.1,Pseudozyma sp. F8B2
GCA_003004715.1,Moesziomyces sp. F5C1
GCA_003004725.1,Moesziomyces sp. F16C1
GCA_003339415.1,Ophiocordyceps camponoti-saundersi (nom. inval.)
GCA_003339455.1,Ophiocordyceps camponoti-leonardi (nom. inval.)
GCA_900312665.1,Cephalotrichum gorgonifer
GCA_020746875.1,Rhexocercosporidium sp. MPI-PUGE-AT-0058
GCA_017654865.1,Nectria sp. FW16.1
GCA_900242705.1,Ustilago sp. UG-2017a
GCA_900242695.1,Ustilago sp. UG-2017b
GCA_005298045.1,Pleurotus ostreatoroseus
GCA_002921095.1,Cladosporium sp. SL-16
GCA_002982035.1,Fusarium algeriense
GCA_003709005.1,Magnaporthales sp. P1609
GCA_019381815.1,Ogataea polymorpha x Ogataea parapolymorpha
GCA_017607575.1,Termitomyces sp. Mn162
GCA_018849495.1,Termitomyces sp. T123_Mx157
GCA_018857265.1,Termitomyces sp. T32_za158
GCA_018857305.1,Termitomyces sp. T159_Od127
GCA_018857285.1,Termitomyces sp. Mi166#008
GCA_014905795.1,Metschnikowia persimmonesis
GCA_027627245.1,Physisporinus lineatus
GCA_000149585.1,Histoplasma mississippiense (nom. inval.)
GCA_002242795.1,Byssochlamys sp. BYSS01
GCA_005111325.1,Stylopage hadra
GCA_029633025.1,Nothopassalora personata
GCA_031771865.1,Nothophaeocryptopus gaeumannii
GCA_008477525.1,Hypomyces perniciosus
GCA_002572885.1,Blastomyces parvus
GCA_001014755.1,Blastomyces silverae
GCA_022345045.1,Flammulina filiformis
GCA_024663515.1,Pisolithus croceorrhizus
GCA_022605165.1,Purpureocillium takamizusanense
GCA_022606435.1,Calonectria montana
GCA_013406995.1,Calonectria aciculata
GCA_013403855.1,Calonectria honghensis
GCA_013403825.1,Calonectria pseudoturangicola
GCA_018606675.1,Malasseziomycetes sp.
GCA_002916455.1,Penicillium sp. CF05
GCA_002914405.1,Byssochlamys sp. AF001
GCA_005250745.2,Penicillium sp. CF01
GCA_014925825.1,Pholiota molesta
GCA_002939055.1,Hypocreales sp. Mo6-1
GCA_937888215.1,uncultured Malasseziomycetes
GCA_002946385.1,Rutstroemia sp. NJR-2017a WRK4
GCA_002946415.1,Rutstroemia sp. NJR-2017a BVV2
GCA_002946425.1,Rutstroemia sp. NJR-2017a BBW
GCA_003589665.1,Aspergillus sclerotialis
GCA_029449355.1,Emydomyces testavorans
GCA_003073295.1,Serendipita vermifera 'subsp. bescii'
GCA_001430935.1,Amauroascus verrucosus
GCA_021365295.1,Hymenoscyphus varicosporioides
GCA_029298855.1,Ophiostoma populinum
GCA_002916415.1,Talaromyces borbonicus
GCA_022813475.1,Pseudopyrenochaeta terrestris
GCA_006783085.1,Colletotrichum shisoi
GCA_027248405.1,Caecomyces sp.
GCA_003004525.2,Eurotiomycetes sp. MA 6038
GCA_003004485.1,Eurotiomycetes sp. MA 6039
GCA_014282315.1,Neospermospora avenae
GCA_004835665.1,Phoma sp. XZ068
GCA_002865625.1,Hyaloscypha hepaticicola
GCA_002895985.1,Sphaceloma murrayae
GCA_025919635.1,Fusarium zanthoxyli
GCA_004114315.1,Cochlonema odontosperma
GCA_022058765.1,Clavispora sp. NYNU 161120
GCA_018398735.1,Podosphaera cerasi
GCA_028827425.1,Penicillium sp. DV-2018c
GCA_026585945.1,[Candida] vulturna (nom. inval.)
GCA_014849795.1,Cryphonectria japonica
GCA_003020785.1,Hanseniaspora gamundiae
GCA_028827025.1,Penicillium cataractarum
GCA_002995095.1,Rhizopogon sp. AM-2018a
GCA_018985225.1,Amoeboradix gromovi
GCA_030565665.1,Zygotorulaspora chibaensis
GCA_030572985.1,Zygotorulaspora danielsina
GCA_014461135.1,Mycena indigotica
GCA_937900785.1,uncultured Arthrodermataceae
GCA_023158955.1,Clavispora sp. NYNU 174173
GCA_030585045.1,Candida parablackwelliae
GCA_000344655.2,Fomitopsis schrenkii
GCA_032988175.1,Eurotiales sp. PD_48
GCA_032988205.1,Eurotiales sp. PD_40
GCA_032988195.1,Eurotiales sp. PD_36
GCA_032988165.1,Eurotiales sp. PD_33
GCA_032988185.1,Eurotiales sp. PD_12
GCA_032988465.1,Eurotiales sp. PD_10
GCA_032988985.1,Eurotiales sp. PD_5
GCA_032989685.1,Eurotiales sp. PD_2
GCA_022606275.1,Cubamyces menziesii
GCA_024663475.1,Pisolithus thermaeus
GCA_019633565.1,Serendipita sp. 407
GCA_004296355.1,Lepiota venenata
GCA_004959885.1,Penicillium sp. W3 MMC-2018
GCA_003852855.1,Penicillium sp. MT2 MMC-2018
GCA_020747065.1,Leotiomycetes sp. MPI-SDFR-AT-0126
GCA_003138045.1,Penicillium sp. MA 6036
GCA_003138035.1,Aspergillus sp. MA 6037
GCA_003138025.1,Penicillium sp. MA 6040
GCA_025768925.1,Aspergillus sp. MA 6041
GCA_937857175.1,Metschnikowia aff. pulcherrima
GCA_026122155.1,Zymoseptoria crescenta
GCA_030557035.1,Saturnispora kantuleensis
GCA_022577765.1,Wickerhamiella kurtzmanii
GCA_026119605.1,Colletotrichum cliviicola
GCA_014235935.1,Colletotrichum musicola
GCA_014235945.1,Colletotrichum plurivorum
GCA_014235955.1,Colletotrichum sojae
GCA_003521275.1,Tricholoma sp. MG99
GCA_003314665.1,Tricholoma sp. MG77
GCA_003313075.1,Termitomyces sp. MG16
GCA_003313785.1,Termitomyces sp. MG148
GCA_003313055.1,Termitomyces sp. MG145
GCA_003313855.1,Suillus sp. MG131
GCA_003313065.1,Sarcodon sp. MG97
GCA_003313725.1,Russula sp. MG48
GCA_003314545.1,Ramaria sp. MG151
GCA_003313185.1,Collybia sp. MG36
GCA_003313155.1,Boletus sp. MG95
GCA_003313885.1,Boletus sp. MG55
