GRCh38,"NC_000001.11 Homo sapiens chromosome 1, GRCh38.p14 Primary Assembly"
GCA_000949815.1,"BBUB01000031.1 Acinetobacter ursingii DNA, contig: Asp01S_CON00031, strain: NBRC 110512, whole genome shotgun sequence"
GCA_019242835.1,"CP066127.1 Morganella morganii strain FAM24685 chromosome, complete genome"
GCA_918429255.1,"OU917919.1 Mycobacterium canettii isolate Percy1115 genome assembly, chromosome: McanPercy1115, whole genome shotgun sequence"
GCA_900112565.1,"FOLZ01000017.1 Streptococcus gallolyticus strain ATCC 700065 genome assembly, contig: Ga0052884_scaffold00017.17, whole genome shotgun sequence"
GCA_938028575.1,"CALIZO010000001.1 MAG TPA_asm: Prevotella nigrescens isolate ERR589362_bin.1_CONCOCT_v1.1_MAG genome assembly, contig: ERZ772762.424, whole genome shotgun sequence"
GCA_014228015.1,"JAARXF010000001.1 Listeria marthii strain FSL L7-0368 NODE_1_length_907752_cov_88.309528, whole genome shotgun sequence"
GCA_017909135.1,"CP066184.1 Bacillus cytotoxicus strain SM1.1 chromosome, complete genome"
GCA_943913865.1,"CALTZV010000001.1 MAG: Prevotella timonensis isolate hn1YYbGFJY_bin.5.MAG genome assembly, contig: NODE_1_length_149112_cov_34.331980, whole genome shotgun sequence"
GCA_014525095.1,"JACGMF010000001.1 Vibrio mimicus strain 08-2414 Contig1_08-2414, whole genome shotgun sequence"
GCA_900699155.1,"CAADHN010000001.1 Acinetobacter lwoffii strain NCTC5866 genome assembly, contig: ERS1068200SCcontig000001, whole genome shotgun sequence"
GCA_900444875.1,"UFRZ01000002.1 Acinetobacter junii strain NCTC10307 genome assembly, contig: ERS1123928SCcontig000002, whole genome shotgun sequence"
GCA_927911435.1,"CAKMPM010000001.1 MAG TPA_asm: Actinomyces graevenitzii isolate ERR3827227_bin.6_metaWRAP_v1.1_MAG genome assembly, contig: ERZ4768203.130, whole genome shotgun sequence"
GCA_943325765.2,"CALPQR020000001.1 MAG: Chryseobacterium gleum isolate HRSG-E12-bin-104 genome assembly, contig: HRSG-E12-C459, whole genome shotgun sequence"
GCA_014635765.1,"BMDL01000001.1 Staphylococcus capitis CCM 2734 DNA, sequence01, whole genome shotgun sequence"
GCA_902373965.1,"CABKNU010000001.1 Enterobacter cancerogenus isolate MGYG-HGUT-01318 genome assembly, contig: NZ_GG704872.1, whole genome shotgun sequence"
GCA_938008395.1,"CALLKG010000001.1 MAG TPA_asm: Corynebacterium tuberculostearicum isolate ERR1332617_bin.18_CONCOCT_v1.1_MAG genome assembly, contig: ERZ1743003.3042, whole genome shotgun sequence"
GCA_902836805.1,"CADFRW010000001.1 MAG TPA_asm: Dialister invisus isolate MGYG-HGUT-04872 genome assembly, contig: NODE_19_length_239194_cov_29.699819, whole genome shotgun sequence"
GCA_013596835.1,"CP055675.1 Escherichia fergusonii strain RHB28-C13 chromosome, complete genome"
GCA_021183745.1,"CP089220.1 Mycobacterium intracellulare strain FDAARGOS_1612 chromosome, complete genome"
GCA_902168545.1,"CABHQB010000001.1 Yersinia bercovieri isolate IP36520 genome assembly, contig: contig_00090, whole genome shotgun sequence"
GCA_000092265.1,"CP002005.1 Moraxella catarrhalis BBH18, complete genome"
GCA_016766935.1,CP068489.1 Phocaeicola vulgatus strain FDAARGOS_1099 chromosome
GCA_019443785.1,"CP048692.1 Proteus mirabilis strain HNS2p chromosome, complete genome"
GCA_000816225.1,"CP007771.1 Campylobacter lari subsp. concheus LMG 11760 chromosome, complete genome"
GCA_018176975.1,"CP068586.1 Campylobacter coli strain CC19CH076 chromosome, complete genome"
GCA_020736425.1,"CP085996.1 Burkholderia vietnamiensis strain FDAARGOS_1590 chromosome 1, complete sequence"
GCA_017298675.1,"CP071188.1 Serratia marcescens subsp. marcescens ATCC 13880 substr. Sm_S94_jyu2015 chromosome, complete genome"
GCA_000213905.2,"CP018296.1 Chlamydia abortus LLG chromosome, complete genome"
GCA_023476575.1,"JAHLEX010000001.1 Anaplasma phagocytophilum strain AKS2020-120P Scaffold1, whole genome shotgun sequence"
GCA_000709045.1,"JFZE01000001.1 Cupriavidus metallidurans strain NA4 contig00001, whole genome shotgun sequence"
GCA_000767705.1,"CP009496.1 Mycobacterium smegmatis strain INHR2, complete genome"
GCA_905373765.1,"CAJPUC010000001.1 MAG: Schaalia odontolytica isolate SRR9217492-mag-bin.9 genome assembly, contig: SRR9217492-mag-bin.9_6, whole genome shotgun sequence"
GCA_016603605.1,"JACTSP010000009.1 Francisella philomiragia strain F1084 philomiragia_10, whole genome shotgun sequence"
GCA_016604325.1,"JACTTP010000009.1 Francisella tularensis subsp. novicida strain F1108 novicida_10, whole genome shotgun sequence"
GCA_014156975.1,"AP021908.1 Stenotrophomonas maltophilia DNA, complete genome, strain: WP1-W18-CRE-01"
GCA_000385495.1,"APMO01000001.1 Rickettsia prowazekii str. Cairo 3 contig00002, whole genome shotgun sequence"
GCA_000169555.1,"AAYO02000004.1 Ureaplasma urealyticum serovar 4 str. ATCC 27816 gcontig_1105428130538, whole genome shotgun sequence"
GCA_000169895.1,"AAZQ01000005.1 Ureaplasma parvum serovar 6 str. ATCC 27818 gcontig_1105428157136, whole genome shotgun sequence"
GCA_900327215.1,"OOHR01000024.1 Orientia tsutsugamushi isolate FPW1038 genome assembly, contig: gnlFPW1038FPW1038_8, whole genome shotgun sequence"
GCA_000831545.1,"CP006010.1 Rickettsia rickettsii str. Morgan, complete genome"
GCA_022393415.1,"JAKRZQ010000001.1 Delftia acidovorans strain B21-011 8_contig_001, whole genome shotgun sequence"
GCA_900475225.1,"LS483366.1 Streptococcus salivarius strain NCTC7366 genome assembly, chromosome: 1"
GCA_000524035.1,"JAOL01000001.1 Mycobacterium ulcerans str. Harvey Harvey.contig.0, whole genome shotgun sequence"
GCA_000756025.2,"CP008732.2 Burkholderia mallei strain 2000031063 chromosome 1, complete sequence"
GCA_010231685.1,"CP034935.1 Shigella dysenteriae strain 79-8006 chromosome, complete genome"
GCA_022494435.1,"CP058790.1 Shigella flexneri strain STLIN_6 chromosome, complete genome"
GCA_013425825.1,"CP059052.1 Pseudomonas putida strain BS3701 chromosome, complete genome"
GCA_000011165.1,"BA000008.3 Chlamydophila pneumoniae J138 genomic DNA, complete sequence"
GCA_000359245.2,"HG794429.1 Tropheryma whipplei str. Endo27 genomic scaffold, scaffold00001, whole genome shotgun sequence"
GCA_900638165.1,"LR134497.1 Campylobacter jejuni strain NCTC13268 genome assembly, chromosome: 1"
GCA_000359405.1,"CAVB010000138.1 Tropheryma whipplei str. Bcu26 WGS project CAVB00000000 data, contig Scaffold_unique_Bcu26_Contig_138, whole genome shotgun sequence"
GCA_902373855.1,"CABKNP010000001.1 Fusobacterium nucleatum isolate MGYG-HGUT-01326 genome assembly, contig: NZ_CP007063.1, whole genome shotgun sequence"
GCA_000742655.1,"CP007618.1 Bacillus anthracis strain 2000031021, complete genome"
GCA_022353565.1,"CP055170.1 Shigella flexneri strain STEFF_22 chromosome, complete genome"
GCA_000831145.1,"CP007570.1 Streptococcus agalactiae strain GBS1-NY, complete genome"
GCA_000959485.1,"CP009707.1 Burkholderia mallei strain 2002734306 chromosome I, complete sequence"
GCA_000834415.1,"CP009759.1 Yersinia pseudotuberculosis strain EP2/+, complete genome"
GCA_000017105.1,"CP000733.1 Coxiella burnetii Dugway 5J108-111, complete genome"
GCA_022117555.1,"JAJPGF010000001.1 Delftia acidovorans strain UTDS19-35T5 Contig01, whole genome shotgun sequence"
GCA_000607185.1,"JFZH01000001.1 Ralstonia pickettii strain CW2 contig00001, whole genome shotgun sequence"
GCA_000171355.1,"ABER01000008.1 Ureaplasma parvum serovar 14 str. ATCC 33697 gcontig_1106438328054, whole genome shotgun sequence"
GCA_000169935.1,"AAZS01000009.1 Ureaplasma urealyticum serovar 11 str. ATCC 33695 gcontig_1105428123671, whole genome shotgun sequence"
GCA_000808035.2,"CP008914.2 Burkholderia thailandensis strain 2003015869 chromosome 1, complete sequence"
GCA_000385475.1,"APMN01000001.1 Rickettsia prowazekii str. GvF12 contig00002, whole genome shotgun sequence"
GCA_000166655.2,"CP002312.1 Borrelia burgdorferi JD1, complete genome"
GCA_000008605.1,AE000520.1 Treponema pallidum subsp. pallidum str. Nichols complete genome
GCA_902373825.1,"CABKNZ010000001.1 Helicobacter pullorum isolate MGYG-HGUT-01312 genome assembly, contig: NZ_DS990484.1, whole genome shotgun sequence"
GCA_021441865.1,"CP090418.1 Stenotrophomonas maltophilia strain WGB211 chromosome, complete genome"
GCA_000742085.1,"KN046811.1 Francisella tularensis subsp. novicida strain FAI genomic scaffold scaffold1, whole genome shotgun sequence"
GCA_928721935.1,"CAKMWJ010000001.1 MAG: Alistipes putredinis isolate min17_bin49 genome assembly, contig: contig_3793, whole genome shotgun sequence"
GCA_902373675.1,"CABKNC010000001.1 Parvimonas micra isolate MGYG-HGUT-01301 genome assembly, contig: NZ_DS483519.1, whole genome shotgun sequence"
GCA_916049885.1,"CAJZJD010000001.1 MAG TPA_asm: Schaalia odontolytica isolate ERR2764920_bin.2_metaWRAP_v1.1_MAG genome assembly, contig: ERZ1674176.2, whole genome shotgun sequence"
GCA_900095495.1,"LT622246.1 Bacteroides ovatus V975 genome assembly, chromosome: I"
GCA_019930745.1,"CP082846.1 Mycolicibacterium smegmatis strain FDAARGOS_1484 chromosome, complete genome"
GCA_000709065.1,"JFZF01000001.1 Cupriavidus metallidurans strain NE12 contig00001, whole genome shotgun sequence"
GCA_900118545.1,"FPKZ01000003.1 Chlamydia abortus strain C1_98 genome assembly, contig: ERS067033SCcontig000003, whole genome shotgun sequence"
GCA_902810555.1,"CADDYB010000001.1 Bartonella quintana strain CCUG 45777 genome assembly, contig: NODE_1_length_684098_cov_51.9405_ID_1, whole genome shotgun sequence"
GCA_017298875.1,"CP071208.1 Serratia marcescens subsp. marcescens ATCC 13880 substr. Sm_S81_jyu2015 chromosome, complete genome"
GCA_017939465.1,"JAGKRE010000010.1 Chromobacterium violaceum strain CGB6 NODE_10_length_55022_cov_74.125511, whole genome shotgun sequence"
GCA_000017665.1,"CP000783.1 Cronobacter sakazakii ATCC BAA-894, complete genome"
GCA_015275135.1,"JACTHM010000010.1 Listeria welshimeri strain FSL W9-1334 NODE_10_length_1905_cov_495.121444, whole genome shotgun sequence"
GCA_022815665.1,"JALGSL010000010.1 Listeria ivanovii strain NGS04 NODE_10_length_58627_cov_46.360051, whole genome shotgun sequence"
GCA_902168635.1,"CABHQJ010000001.1 Yersinia bercovieri isolate IP37104 genome assembly, contig: contig_00090, whole genome shotgun sequence"
GCA_016756255.1,"AP024247.1 Mycobacterium intracellulare M007 DNA, complete genome"
GCA_023523545.1,"CP095843.1 Escherichia fergusonii strain EF21QZZ116 chromosome, complete genome"
GCA_913054145.1,"CAJXJL010000001.1 MAG TPA_asm: Corynebacterium tuberculostearicum isolate ERR1163121_bin.2_MetaBAT_v2.12.1_MAG genome assembly, contig: NODE_1_length_30693_cov_48.865690, whole genome shotgun sequence"
GCA_905369865.1,"CAJPJQ010000001.1 MAG: Gemella haemolysans isolate DRR046096-mag-bin.3 genome assembly, contig: DRR046096-mag-bin.3_79, whole genome shotgun sequence"
GCA_937924935.1,"CALEYF010000001.1 MAG TPA_asm: Campylobacter showae isolate ERR589686_bin.50_CONCOCT_v1.1_MAG genome assembly, contig: ERZ773036.5427, whole genome shotgun sequence"
GCA_943325955.2,"CALPRL020000001.1 MAG: Chryseobacterium gleum isolate HRSG-E11-bin-64 genome assembly, contig: HRSG-E11-C259, whole genome shotgun sequence"
GCA_900448055.1,"UFYF01000003.1 Erysipelothrix rhusiopathiae strain NCTC7999 genome assembly, contig: ERS1487938SCcontig000003, whole genome shotgun sequence"
GCA_000836055.1,"BBSR01000028.1 Acinetobacter nosocomialis DNA, contig: Ano01_CON00028, strain: LMG 10619, whole genome shotgun sequence"
GCA_000836095.1,"BBSQ01000100.1 Acinetobacter lwoffii DNA, contig: ALW03_CON00100, strain: NBRC 109760, whole genome shotgun sequence"
GCA_000184325.1,"CP002377.1 Vibrio furnissii NCTC 11218 chromosome 1, complete sequence"
GCA_017909295.1,"CP066187.1 Bacillus cytotoxicus strain E28.3 chromosome, complete genome"
GCA_015276265.1,"JACTJP010000010.1 Listeria marthii strain FSL W9-0603 NODE_10_length_1112_cov_1134.148792, whole genome shotgun sequence"
GCA_905372985.1,"CAJPQZ010000001.1 MAG: Prevotella nigrescens isolate SRR9217449-mag-bin.15 genome assembly, contig: SRR9217449-mag-bin.15_25, whole genome shotgun sequence"
GCA_900116655.1,"FPBN01000006.1 Streptococcus gallolyticus strain LMG 15572 genome assembly, contig: Ga0059108_106, whole genome shotgun sequence"
GCA_905372575.1,"CAJPPU010000001.1 MAG: Pseudopropionibacterium propionicum isolate SRR9217422-mag-bin.11 genome assembly, contig: SRR9217422-mag-bin.11_117, whole genome shotgun sequence"
GCA_905373645.1,"CAJPTU010000001.1 MAG: Prevotella disiens isolate SRR9217479-mag-bin.4 genome assembly, contig: SRR9217479-mag-bin.4_350, whole genome shotgun sequence"
GCA_905371985.1,"CAJPNJ010000001.1 MAG: Capnocytophaga ochracea isolate SRR9217392-mag-bin.8 genome assembly, contig: SRR9217392-mag-bin.8_82, whole genome shotgun sequence"
GCA_937926625.1,"CALBBP010000001.1 MAG TPA_asm: Aggregatibacter segnis isolate ERR1474565_bin.34_CONCOCT_v1.1_MAG genome assembly, contig: ERZ651095.12516, whole genome shotgun sequence"
GCA_013629455.1,"CP058172.1 Enterobacter hormaechei strain RHBSTW-00056 chromosome, complete genome"
GCA_014169235.1,"AP022110.1 Aeromonas caviae DNA, complete genome, strain: WP5-W18-ESBL-02"
GCA_000769635.1,"CP009716.1 Corynebacterium ulcerans strain 05146, complete genome"
GCA_918419325.1,"OU916936.1 Mycobacterium canettii isolate Percy525 genome assembly, chromosome: McanPercy525, whole genome shotgun sequence"
GCA_015354035.1,"JADKOK010000001.1 Cronobacter malonaticus strain MOD1_GK962 cmalGK962_contig_1, whole genome shotgun sequence"
GCA_000407765.1,"KE136622.1 Escherichia sp. KTE114 genomic scaffold acHaN-supercont1.1, whole genome shotgun sequence"
GCA_905371565.1,"CAJPLT010000001.1 MAG: Haemophilus parahaemolyticus isolate SRR6059116-mag-bin.4 genome assembly, contig: SRR6059116-mag-bin.4_9, whole genome shotgun sequence"
GCA_019656535.1,"BPMO01000001.1 Pseudomonas alcaligenes KAM429 DNA, contig01, whole genome shotgun sequence"
GCA_902499025.1,"CABVPW010000001.1 Burkholderia lata isolate LMG 23254 genome assembly, contig: 1, whole genome shotgun sequence"
GCA_016587715.1,"BNTI01000001.1 Mycobacterium paraintracellulare M027 DNA, sequence001, whole genome shotgun sequence"
GCA_000218655.1,"GL945391.1 Fusobacterium sp. 11_3_2 genomic scaffold supercont1.1, whole genome shotgun sequence"
GCA_000438805.2,"ATEV02000001.1 Vibrio paracholerae VCC19 Vibrio_cholerae_VCC19_scaffold1, whole genome shotgun sequence"
GCA_016587755.1,"BNTK01000001.1 Mycobacterium paraintracellulare M029 DNA, sequence001, whole genome shotgun sequence"
GCA_902499215.1,"CABVQN010000001.1 Burkholderia lata isolate R-39750 genome assembly, contig: 1, whole genome shotgun sequence"
GCA_019656515.1,"BPMN01000001.1 Pseudomonas alcaligenes KAM428 DNA, contig01, whole genome shotgun sequence"
GCA_000407925.1,"KE136722.1 Escherichia sp. KTE31 genomic scaffold acHaW-supercont1.1, whole genome shotgun sequence"
GCA_938034995.1,"CALHNL010000001.1 MAG TPA_asm: Tannerella forsythia isolate SRR9217414_bin.59_CONCOCT_v1.1_MAG genome assembly, contig: ERZ1744130.4625, whole genome shotgun sequence"
GCA_019243055.1,"CP066130.1 Morganella morganii strain FAM24678 chromosome, complete genome"
GCA_019175505.1,"CP072891.1 Enterococcus hirae strain F104 chromosome, complete genome"
GCA_918429195.1,"OU917922.1 Mycobacterium canettii isolate Percy22 genome assembly, chromosome: McanPercy22, whole genome shotgun sequence"
GCA_900475775.1,"LS483416.1 Corynebacterium ulcerans strain NCTC8639 genome assembly, chromosome: 1"
GCA_014634765.1,"BMBQ01000001.1 Leuconostoc pseudomesenteroides LMG 11483 DNA, contig1, whole genome shotgun sequence"
GCA_013748855.1,"CP056505.1 Citrobacter freundii strain RHBSTW-00449 chromosome, complete genome"
GCA_915063465.1,"CAJZDG010000001.1 MAG TPA_asm: Prevotella nigrescens isolate SRR1045097_bin.7_metaWRAP_v1.1_MAG genome assembly, contig: NODE_9_length_111178_cov_6.353455, whole genome shotgun sequence"
GCA_014227655.1,"JAASWJ010000010.1 Listeria marthii strain FSL L7-0503 NODE_11_length_656_cov_191.554404, whole genome shotgun sequence"
GCA_012274905.1,CP051103.1 Vibrio furnissii strain 2014AW-0008 chromosome 1
GCA_019846815.1,"JAENXV010000098.1 Vibrio mimicus strain MCCC 1H00078 NODE_100_length_341_cov_28.231481, whole genome shotgun sequence"
GCA_012274945.1,CP051108.1 Vibrio fluvialis strain 2015AW-0110 chromosome 1
GCA_011058205.1,"JAALFF010000100.1 Acinetobacter lwoffii strain GC2 NODE_100_length_8911_cov_145.341189, whole genome shotgun sequence"
GCA_000430225.1,"ASYZ01000001.1 Acinetobacter junii CIP 107470 = MTCC 11364 contig1, whole genome shotgun sequence"
GCA_905369945.1,"CAJPJJ010000001.1 MAG: Actinomyces graevenitzii isolate DRR046100-mag-bin.3 genome assembly, contig: DRR046100-mag-bin.3_20, whole genome shotgun sequence"
GCA_900009115.1,"LN890335.1 Achromobacter xylosoxidans isolate AX_NCIMB_11015_WG genome assembly, chromosome: BN2877"
GCA_016028175.1,"CP065706.1 Streptococcus oralis strain FDAARGOS_886 chromosome, complete genome"
GCA_013409355.1,"JACCBO010000001.1 Brucella intermedia strain RH1CCR112 Ga0326523_01, whole genome shotgun sequence"
GCA_943328755.2,"CALQBG020000001.1 MAG: Chryseobacterium gleum isolate HRS-HS12-bin-136 genome assembly, contig: HRSG-E9-C81, whole genome shotgun sequence"
GCA_937990135.1,"CALKRS010000001.1 MAG TPA_asm: Campylobacter showae isolate SRR8114096_bin.30_CONCOCT_v1.1_MAG genome assembly, contig: ERZ1740087.18008, whole genome shotgun sequence"
GCA_900240185.1,"LT963442.1 Staphylococcus hominis isolate Staphylococcus hominis J6 genome assembly, chromosome: I"
GCA_012641675.1,"VRUP01000010.1 Rothia dentocariosa strain TB22-02 NODE_10_length_108118_cov_30.418627, whole genome shotgun sequence"
GCA_013820845.1,"CP057243.1 Escherichia fergusonii strain RHB32-C05 chromosome, complete genome"
GCA_016756075.1,"AP024255.1 Mycobacterium intracellulare M018 DNA, complete genome"
GCA_902168555.1,"CABHPV010000001.1 Yersinia bercovieri isolate IP27502 genome assembly, contig: contig_00090, whole genome shotgun sequence"
GCA_000739475.1,"CP009117.1 Borreliella valaisiana Tom4006 chromosome, complete genome"
GCA_014679585.1,"AP023398.1 Aeromonas hydrophila KAM330 DNA, complete genome"
GCA_022815685.1,"JALGSJ010000010.1 Listeria ivanovii strain NGS01 NODE_10_length_58626_cov_33.634729, whole genome shotgun sequence"
GCA_018440825.1,"JAERVU010000001.1 Listeria welshimeri strain UCDL122 NODE_1, whole genome shotgun sequence"
GCA_000339015.1,"CP004091.1 Cronobacter sakazakii SP291, complete genome"
GCA_021228935.1,"CP089317.1 Proteus mirabilis strain PM1162 chromosome, complete genome"
GCA_000167395.1,"AAFJ01000019.1 Campylobacter upsaliensis RM3195 plasmid pCU3 cont173, whole genome shotgun sequence"
